timestamp,src_ip,dst_ip,src_port,dst_port,protocol,length,flags
2025-06-16T11:16:26.332641,192.168.1.1,192.168.1.162,53,44074,TCP,97,PA
2025-06-16T11:16:26.396649,192.168.1.1,192.168.1.162,53,44074,TCP,54,A
2025-06-16T11:16:26.456597,192.168.1.162,192.168.1.1,44074,53,TCP,54,FA
2025-06-16T11:16:26.520249,192.168.1.1,192.168.1.162,53,44075,TCP,54,A
2025-06-16T11:16:26.581553,192.168.1.1,192.168.1.162,53,44076,TCP,54,A
2025-06-16T11:16:26.643231,192.168.1.1,192.168.1.162,53,44074,TCP,54,FA
2025-06-16T11:16:26.706400,192.168.1.162,192.168.1.1,44074,53,TCP,54,A
2025-06-16T11:16:26.768393,192.168.1.1,192.168.1.162,53,44074,TCP,54,A
2025-06-16T11:16:26.829953,192.168.1.162,192.168.1.1,44074,53,TCP,54,A
2025-06-16T11:16:26.894781,192.168.1.1,192.168.1.162,53,44075,TCP,54,A
2025-06-16T11:16:26.954020,192.168.1.1,192.168.1.162,53,44076,TCP,54,A
2025-06-16T11:16:27.017849,192.168.1.1,192.168.1.162,53,44074,TCP,54,R
2025-06-16T11:16:27.076471,192.168.1.1,192.168.1.162,53,44075,TCP,193,PA
2025-06-16T11:16:27.126036,192.168.1.162,192.168.1.1,44075,53,TCP,54,FA
2025-06-16T11:16:27.179471,192.168.1.1,192.168.1.162,53,44075,TCP,54,FA
2025-06-16T11:16:27.241832,192.168.1.162,192.168.1.1,44075,53,TCP,54,A
2025-06-16T11:16:27.303753,192.168.1.1,192.168.1.162,53,44076,TCP,181,PA
2025-06-16T11:16:27.364957,192.168.1.162,35.82.212.43,44077,443,TCP,66,S
2025-06-16T11:16:27.443295,192.168.1.162,192.168.1.1,44076,53,TCP,54,FA
2025-06-16T11:16:27.511710,192.168.1.1,192.168.1.162,53,44076,TCP,54,FA
2025-06-16T11:16:27.572946,192.168.1.162,192.168.1.1,44076,53,TCP,54,A
2025-06-16T11:16:27.632866,192.168.1.162,35.82.212.43,44078,443,TCP,66,S
2025-06-16T11:16:27.686266,34.210.226.39,192.168.1.162,443,44059,TCP,54,R
2025-06-16T11:16:27.747480,34.211.165.86,192.168.1.162,443,44064,TCP,54,R
2025-06-16T11:16:27.828367,35.82.212.43,192.168.1.162,443,44077,TCP,66,SA
2025-06-16T11:16:27.889307,192.168.1.162,35.82.212.43,44077,443,TCP,54,A
2025-06-16T11:16:27.949792,192.168.1.162,35.82.212.43,44077,443,TCP,2021,PA
2025-06-16T11:16:28.014498,35.82.212.43,192.168.1.162,443,44078,TCP,66,SA
2025-06-16T11:16:28.071892,192.168.1.162,35.82.212.43,44078,443,TCP,54,A
2025-06-16T11:16:28.139913,192.168.1.162,35.82.212.43,44078,443,TCP,1957,PA
2025-06-16T11:16:28.194874,35.82.212.43,192.168.1.162,443,44077,TCP,54,A
2025-06-16T11:16:28.255671,35.82.212.43,192.168.1.162,443,44077,TCP,66,A
2025-06-16T11:16:28.318161,35.82.212.43,192.168.1.162,443,44077,TCP,1316,A
2025-06-16T11:16:28.380110,35.82.212.43,192.168.1.162,443,44077,TCP,1316,A
2025-06-16T11:16:28.642956,35.82.212.43,192.168.1.162,443,44077,TCP,1316,A
2025-06-16T11:16:29.440962,35.82.212.43,192.168.1.162,443,44077,TCP,544,PA
2025-06-16T11:16:29.495379,192.168.1.162,35.82.212.43,44077,443,TCP,54,A
2025-06-16T11:16:29.556550,192.168.1.162,35.82.212.43,44077,443,TCP,180,PA
2025-06-16T11:16:29.619456,192.168.1.162,35.82.212.43,44077,443,TCP,153,PA
2025-06-16T11:16:29.678625,192.168.1.162,35.82.212.43,44077,443,TCP,410,PA
2025-06-16T11:16:29.730338,192.168.1.162,35.82.212.43,44077,443,TCP,3396,PA
2025-06-16T11:16:29.793262,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:29.867281,35.82.212.43,192.168.1.162,443,44078,TCP,54,A
2025-06-16T11:16:29.927426,35.82.212.43,192.168.1.162,443,44078,TCP,54,A
2025-06-16T11:16:29.990672,35.82.212.43,192.168.1.162,443,44078,TCP,1316,A
2025-06-16T11:16:30.052225,35.82.212.43,192.168.1.162,443,44078,TCP,1316,A
2025-06-16T11:16:30.114013,35.82.212.43,192.168.1.162,443,44078,TCP,1316,A
2025-06-16T11:16:30.187562,192.168.1.162,35.82.212.43,44078,443,TCP,54,A
2025-06-16T11:16:30.260038,35.82.212.43,192.168.1.162,443,44078,TCP,544,PA
2025-06-16T11:16:30.334936,192.168.1.162,35.82.212.43,44078,443,TCP,54,A
2025-06-16T11:16:30.395997,192.168.1.162,35.82.212.43,44078,443,TCP,180,PA
2025-06-16T11:16:30.457507,35.82.212.43,192.168.1.162,443,44077,TCP,54,A
2025-06-16T11:16:30.843104,35.82.212.43,192.168.1.162,443,44077,TCP,66,A
2025-06-16T11:16:30.925179,35.82.212.43,192.168.1.162,443,44077,TCP,54,A
2025-06-16T11:16:31.000348,35.82.212.43,192.168.1.162,443,44077,TCP,258,PA
2025-06-16T11:16:31.072176,35.82.212.43,192.168.1.162,443,44077,TCP,132,PA
2025-06-16T11:16:31.142692,192.168.1.162,35.82.212.43,44077,443,TCP,54,A
2025-06-16T11:16:31.214858,192.168.1.162,35.82.212.43,44077,443,TCP,92,PA
2025-06-16T11:16:31.287839,35.82.212.43,192.168.1.162,443,44077,TCP,118,PA
2025-06-16T11:16:31.357746,192.168.1.162,35.82.212.43,44077,443,TCP,54,A
2025-06-16T11:16:31.442632,35.82.212.43,192.168.1.162,443,44078,TCP,54,A
2025-06-16T11:16:31.515711,35.82.212.43,192.168.1.162,443,44078,TCP,258,PA
2025-06-16T11:16:31.589236,35.82.212.43,192.168.1.162,443,44078,TCP,123,PA
2025-06-16T11:16:31.656884,192.168.1.162,35.82.212.43,44078,443,TCP,54,A
2025-06-16T11:16:31.729368,35.82.212.43,192.168.1.162,443,44077,TCP,54,A
2025-06-16T11:16:31.805250,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:31.875577,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:31.948277,192.168.1.20,224.0.0.251,5353,5353,UDP,247,
2025-06-16T11:16:32.016635,192.168.1.20,224.0.0.251,5353,5353,UDP,247,
2025-06-16T11:16:32.149920,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:32.556283,192.168.1.172,239.255.255.250,39367,1900,UDP,143,
2025-06-16T11:16:33.784787,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:35.833624,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:38.083725,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:39.376491,192.168.1.234,192.168.1.255,57621,57621,UDP,82,
2025-06-16T11:16:39.928217,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:41.974766,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:44.026780,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:46.073565,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:48.118894,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:50.166533,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:51.179901,192.168.1.162,255.255.255.255,51683,3289,UDP,56,
2025-06-16T11:16:52.422996,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:54.266919,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:55.929872,192.168.1.162,192.168.1.1,44082,53,TCP,66,S
2025-06-16T11:16:56.076683,192.168.1.162,192.168.1.1,44083,53,TCP,66,S
2025-06-16T11:16:56.135605,192.168.1.162,192.168.1.1,44084,53,TCP,66,S
2025-06-16T11:16:56.189090,192.168.1.1,192.168.1.162,53,44083,TCP,66,SA
2025-06-16T11:16:56.249974,192.168.1.1,192.168.1.162,53,44084,TCP,66,SA
2025-06-16T11:16:56.302126,192.168.1.1,192.168.1.162,53,44082,TCP,66,SA
2025-06-16T11:16:56.366662,192.168.1.162,192.168.1.1,44083,53,TCP,54,A
2025-06-16T11:16:56.425623,192.168.1.162,192.168.1.1,44084,53,TCP,54,A
2025-06-16T11:16:56.486742,192.168.1.162,192.168.1.1,44082,53,TCP,54,A
2025-06-16T11:16:56.539952,192.168.1.162,192.168.1.1,44082,53,TCP,56,PA
2025-06-16T11:16:56.602474,192.168.1.162,192.168.1.1,44082,53,TCP,98,PA
2025-06-16T11:16:56.665762,192.168.1.162,192.168.1.1,44084,53,TCP,56,PA
2025-06-16T11:16:56.725386,192.168.1.162,192.168.1.1,44084,53,TCP,98,PA
2025-06-16T11:16:56.786690,192.168.1.162,192.168.1.1,44083,53,TCP,56,PA
2025-06-16T11:16:57.154697,192.168.1.162,192.168.1.1,44083,53,TCP,98,PA
2025-06-16T11:16:57.227075,192.168.1.1,192.168.1.162,53,44084,TCP,54,A
2025-06-16T11:16:57.300332,192.168.1.1,192.168.1.162,53,44083,TCP,54,A
2025-06-16T11:16:57.373356,192.168.1.1,192.168.1.162,53,44082,TCP,66,A
2025-06-16T11:16:57.433971,192.168.1.1,192.168.1.162,53,44082,TCP,54,A
2025-06-16T11:16:57.495666,192.168.1.1,192.168.1.162,53,44082,TCP,100,PA
2025-06-16T11:16:57.548550,192.168.1.162,192.168.1.1,44082,53,TCP,54,FA
2025-06-16T11:16:57.609886,192.168.1.1,192.168.1.162,53,44084,TCP,54,A
2025-06-16T11:16:57.672591,192.168.1.1,192.168.1.162,53,44083,TCP,54,A
2025-06-16T11:16:57.732921,192.168.1.1,192.168.1.162,53,44082,TCP,54,FA
2025-06-16T11:16:57.795692,192.168.1.162,192.168.1.1,44082,53,TCP,54,A
2025-06-16T11:16:57.858370,192.168.1.1,192.168.1.162,53,44084,TCP,184,PA
2025-06-16T11:16:57.920678,192.168.1.162,192.168.1.1,44084,53,TCP,54,FA
2025-06-16T11:16:57.980085,192.168.1.1,192.168.1.162,53,44084,TCP,54,FA
2025-06-16T11:16:58.032637,192.168.1.162,192.168.1.1,44084,53,TCP,54,A
2025-06-16T11:16:58.097222,192.168.1.1,192.168.1.162,53,44083,TCP,228,PA
2025-06-16T11:16:58.157606,192.168.1.162,192.168.1.1,44083,53,TCP,54,FA
2025-06-16T11:16:58.218510,192.168.1.162,35.164.118.57,44085,443,TCP,66,S
2025-06-16T11:16:58.281630,192.168.1.1,192.168.1.162,53,44083,TCP,54,FA
2025-06-16T11:16:58.343322,192.168.1.162,192.168.1.1,44083,53,TCP,54,A
2025-06-16T11:16:58.404844,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:16:58.465426,192.168.1.162,35.164.118.57,44086,443,TCP,66,S
2025-06-16T11:16:58.516459,35.164.118.57,192.168.1.162,443,44085,TCP,66,SA
2025-06-16T11:16:58.568085,192.168.1.162,35.164.118.57,44085,443,TCP,54,A
2025-06-16T11:16:58.631083,192.168.1.162,35.164.118.57,44085,443,TCP,2024,PA
2025-06-16T11:16:58.693223,35.164.118.57,192.168.1.162,443,44086,TCP,66,SA
2025-06-16T11:16:58.752812,192.168.1.162,35.164.118.57,44086,443,TCP,54,A
2025-06-16T11:16:58.804857,192.168.1.162,35.164.118.57,44086,443,TCP,1960,PA
2025-06-16T11:16:58.868011,35.164.118.57,192.168.1.162,443,44085,TCP,66,A
2025-06-16T11:16:58.946734,35.164.118.57,192.168.1.162,443,44085,TCP,54,A
2025-06-16T11:16:59.023083,35.164.118.57,192.168.1.162,443,44085,TCP,1316,A
2025-06-16T11:16:59.075289,35.164.118.57,192.168.1.162,443,44085,TCP,1316,A
2025-06-16T11:16:59.133579,192.168.1.162,35.164.118.57,44085,443,TCP,54,A
2025-06-16T11:16:59.197440,35.164.118.57,192.168.1.162,443,44085,TCP,544,PA
2025-06-16T11:16:59.261268,35.164.118.57,192.168.1.162,443,44085,TCP,1316,A
2025-06-16T11:16:59.335235,192.168.1.162,35.164.118.57,44085,443,TCP,66,A
2025-06-16T11:16:59.389271,192.168.1.162,35.164.118.57,44085,443,TCP,54,A
2025-06-16T11:16:59.462080,192.168.1.162,35.164.118.57,44085,443,TCP,180,PA
2025-06-16T11:16:59.524252,192.168.1.162,35.164.118.57,44085,443,TCP,153,PA
2025-06-16T11:16:59.594150,192.168.1.162,35.164.118.57,44085,443,TCP,395,PA
2025-06-16T11:16:59.666527,192.168.1.162,35.164.118.57,44085,443,TCP,539,PA
2025-06-16T11:16:59.728218,35.164.118.57,192.168.1.162,443,44086,TCP,66,A
2025-06-16T11:16:59.779222,35.164.118.57,192.168.1.162,443,44086,TCP,54,A
2025-06-16T11:17:00.212162,35.164.118.57,192.168.1.162,443,44086,TCP,1316,A
2025-06-16T11:17:00.811856,35.164.118.57,192.168.1.162,443,44086,TCP,1316,A
2025-06-16T11:17:00.874193,35.164.118.57,192.168.1.162,443,44086,TCP,1316,A
2025-06-16T11:17:00.945984,35.164.118.57,192.168.1.162,443,44086,TCP,544,PA
2025-06-16T11:17:01.008807,192.168.1.162,35.164.118.57,44086,443,TCP,54,A
2025-06-16T11:17:01.068637,192.168.1.162,35.164.118.57,44086,443,TCP,180,PA
2025-06-16T11:17:01.143424,35.164.118.57,192.168.1.162,443,44085,TCP,54,A
2025-06-16T11:17:01.204236,35.164.118.57,192.168.1.162,443,44085,TCP,258,PA
2025-06-16T11:17:01.267883,35.164.118.57,192.168.1.162,443,44085,TCP,132,PA
2025-06-16T11:17:01.334675,35.164.118.57,192.168.1.162,443,44085,TCP,92,PA
2025-06-16T11:17:01.390077,35.164.118.57,192.168.1.162,443,44085,TCP,593,PA
2025-06-16T11:17:01.453077,192.168.1.162,35.164.118.57,44085,443,TCP,66,A
2025-06-16T11:17:01.514870,192.168.1.162,35.164.118.57,44085,443,TCP,54,A
2025-06-16T11:17:01.562518,192.168.1.162,35.164.118.57,44085,443,TCP,92,PA
2025-06-16T11:17:01.627643,192.168.1.60,239.255.255.250,41229,1900,UDP,325,
2025-06-16T11:17:01.687883,35.164.118.57,192.168.1.162,443,44086,TCP,54,A
2025-06-16T11:17:01.743555,35.164.118.57,192.168.1.162,443,44086,TCP,258,PA
2025-06-16T11:17:01.821471,35.164.118.57,192.168.1.162,443,44086,TCP,123,PA
2025-06-16T11:17:01.882839,192.168.1.162,35.164.118.57,44086,443,TCP,54,A
2025-06-16T11:17:01.949297,192.168.1.60,239.255.255.250,34324,1900,UDP,334,
2025-06-16T11:17:02.024932,192.168.1.60,239.255.255.250,58530,1900,UDP,381,
2025-06-16T11:17:02.100655,192.168.1.60,239.255.255.250,53221,1900,UDP,389,
2025-06-16T11:17:02.163835,192.168.1.60,239.255.255.250,54451,1900,UDP,391,
2025-06-16T11:17:02.224377,192.168.1.60,239.255.255.250,50121,1900,UDP,379,
2025-06-16T11:17:02.327191,35.164.118.57,192.168.1.162,443,44085,TCP,54,A
2025-06-16T11:17:02.402108,192.168.1.60,239.255.255.250,44438,1900,UDP,325,
2025-06-16T11:17:02.806049,192.168.1.60,239.255.255.250,47647,1900,UDP,334,
2025-06-16T11:17:02.888388,192.168.1.60,239.255.255.250,36750,1900,UDP,381,
2025-06-16T11:17:02.962426,192.168.1.60,239.255.255.250,59869,1900,UDP,389,
2025-06-16T11:17:03.029582,192.168.1.60,239.255.255.250,39377,1900,UDP,391,
2025-06-16T11:17:03.101032,192.168.1.60,239.255.255.250,53222,1900,UDP,379,
2025-06-16T11:17:03.161754,192.168.1.60,239.255.255.250,58149,1900,UDP,325,
2025-06-16T11:17:03.226874,192.168.1.60,239.255.255.250,49597,1900,UDP,334,
2025-06-16T11:17:03.288826,192.168.1.60,239.255.255.250,57908,1900,UDP,381,
2025-06-16T11:17:03.348880,192.168.1.60,239.255.255.250,41073,1900,UDP,389,
2025-06-16T11:17:03.431025,192.168.1.60,239.255.255.250,48802,1900,UDP,391,
2025-06-16T11:17:03.495268,192.168.1.60,239.255.255.250,59204,1900,UDP,379,
2025-06-16T11:17:03.561986,192.168.1.60,239.255.255.250,49450,1900,UDP,325,
2025-06-16T11:17:03.635019,192.168.1.60,239.255.255.250,40163,1900,UDP,334,
2025-06-16T11:17:03.710265,192.168.1.60,239.255.255.250,43993,1900,UDP,381,
2025-06-16T11:17:03.778750,192.168.1.60,239.255.255.250,43385,1900,UDP,389,
2025-06-16T11:17:03.851020,192.168.1.60,239.255.255.250,58311,1900,UDP,391,
2025-06-16T11:17:03.935483,192.168.1.60,239.255.255.250,50732,1900,UDP,379,
2025-06-16T11:17:03.990116,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:17:04.066931,192.168.1.162,192.168.1.1,44087,53,TCP,66,S
2025-06-16T11:17:04.146059,192.168.1.162,192.168.1.1,44088,53,TCP,66,S
2025-06-16T11:17:04.226665,192.168.1.162,192.168.1.1,44089,53,TCP,66,S
2025-06-16T11:17:04.290415,192.168.1.1,192.168.1.162,53,44087,TCP,66,SA
2025-06-16T11:17:04.390494,192.168.1.162,192.168.1.1,44087,53,TCP,54,A
2025-06-16T11:17:04.458657,192.168.1.162,192.168.1.1,44087,53,TCP,56,PA
2025-06-16T11:17:04.518312,192.168.1.162,192.168.1.1,44087,53,TCP,89,PA
2025-06-16T11:17:04.604098,192.168.1.1,192.168.1.162,53,44088,TCP,66,SA
2025-06-16T11:17:04.685261,192.168.1.162,192.168.1.1,44088,53,TCP,54,A
2025-06-16T11:17:04.751129,192.168.1.162,192.168.1.1,44088,53,TCP,56,PA
2025-06-16T11:17:04.812645,192.168.1.162,192.168.1.1,44088,53,TCP,89,PA
2025-06-16T11:17:05.816454,192.168.1.1,192.168.1.162,53,44089,TCP,66,SA
2025-06-16T11:17:05.885830,192.168.1.162,192.168.1.1,44089,53,TCP,54,A
2025-06-16T11:17:05.944127,192.168.1.162,192.168.1.1,44089,53,TCP,56,PA
2025-06-16T11:17:06.019257,192.168.1.162,192.168.1.1,44089,53,TCP,89,PA
2025-06-16T11:17:06.090395,192.168.1.1,192.168.1.162,53,44087,TCP,54,A
2025-06-16T11:17:06.139594,192.168.1.1,192.168.1.162,53,44088,TCP,54,A
2025-06-16T11:17:06.223274,192.168.1.1,192.168.1.162,53,44089,TCP,54,A
2025-06-16T11:17:06.292260,192.168.1.1,192.168.1.162,53,44087,TCP,54,A
2025-06-16T11:17:06.357841,192.168.1.1,192.168.1.162,53,44088,TCP,54,A
2025-06-16T11:17:06.430451,192.168.1.1,192.168.1.162,53,44089,TCP,54,A
2025-06-16T11:17:06.508410,192.168.1.1,192.168.1.162,53,44089,TCP,234,PA
2025-06-16T11:17:06.577801,192.168.1.1,192.168.1.162,53,44087,TCP,229,PA
2025-06-16T11:17:06.662037,192.168.1.1,192.168.1.162,53,44088,TCP,205,PA
2025-06-16T11:17:06.733419,192.168.1.162,192.168.1.1,44088,53,TCP,54,FA
2025-06-16T11:17:06.799222,192.168.1.162,192.168.1.1,44087,53,TCP,54,FA
2025-06-16T11:17:06.866460,192.168.1.162,192.168.1.1,44089,53,TCP,54,FA
2025-06-16T11:17:06.935500,192.168.1.1,192.168.1.162,53,44088,TCP,54,FA
2025-06-16T11:17:06.993426,192.168.1.1,192.168.1.162,53,44087,TCP,54,FA
2025-06-16T11:17:07.057912,192.168.1.1,192.168.1.162,53,44089,TCP,54,FA
2025-06-16T11:17:07.128140,192.168.1.162,192.168.1.1,44088,53,TCP,54,A
2025-06-16T11:17:07.197353,192.168.1.162,192.168.1.1,44087,53,TCP,54,A
2025-06-16T11:17:07.274931,192.168.1.162,192.168.1.1,44089,53,TCP,54,A
2025-06-16T11:17:07.375051,192.168.1.60,192.168.1.255,55055,5775,UDP,86,
2025-06-16T11:17:07.438704,192.168.1.162,255.255.255.255,51683,3289,UDP,56,
2025-06-16T11:17:07.506509,192.168.1.162,192.168.1.1,61216,53,UDP,75,
2025-06-16T11:17:07.570554,192.168.1.1,192.168.1.162,53,61216,UDP,91,
2025-06-16T11:17:07.625527,192.168.1.162,192.168.1.1,44091,53,TCP,66,S
2025-06-16T11:17:07.688037,192.168.1.162,192.168.1.1,44092,53,TCP,66,S
2025-06-16T11:17:07.743720,192.168.1.162,192.168.1.1,44093,53,TCP,66,S
2025-06-16T11:17:08.700898,192.168.1.1,192.168.1.162,53,44091,TCP,66,SA
2025-06-16T11:17:14.473377,192.168.1.162,192.168.1.1,44091,53,TCP,54,A
2025-06-16T11:17:14.841626,192.168.1.1,192.168.1.162,53,44092,TCP,66,SA
2025-06-16T11:17:14.891761,192.168.1.1,192.168.1.162,53,44093,TCP,66,SA
2025-06-16T11:17:14.951592,192.168.1.162,192.168.1.1,44092,53,TCP,54,A
2025-06-16T11:17:15.005484,192.168.1.162,192.168.1.1,44093,53,TCP,54,A
2025-06-16T11:17:15.056806,192.168.1.162,192.168.1.1,44091,53,TCP,56,PA
2025-06-16T11:17:15.117205,192.168.1.162,192.168.1.1,44091,53,TCP,87,PA
2025-06-16T11:17:15.181784,192.168.1.162,192.168.1.1,44092,53,TCP,56,PA
2025-06-16T11:17:15.242189,192.168.1.162,192.168.1.1,44092,53,TCP,87,PA
2025-06-16T11:17:15.304736,192.168.1.162,192.168.1.1,44093,53,TCP,56,PA
2025-06-16T11:17:15.353622,192.168.1.162,192.168.1.1,44093,53,TCP,87,PA
2025-06-16T11:17:15.416322,192.168.1.1,192.168.1.162,53,44091,TCP,54,A
2025-06-16T11:17:15.478368,192.168.1.1,192.168.1.162,53,44092,TCP,54,A
2025-06-16T11:17:15.540612,192.168.1.1,192.168.1.162,53,44092,TCP,105,PA
2025-06-16T11:17:15.603284,192.168.1.162,192.168.1.1,44092,53,TCP,54,FA
2025-06-16T11:17:15.665657,192.168.1.1,192.168.1.162,53,44093,TCP,54,A
2025-06-16T11:17:15.727587,192.168.1.1,192.168.1.162,53,44091,TCP,54,A
2025-06-16T11:17:15.783808,192.168.1.1,192.168.1.162,53,44092,TCP,54,FA
2025-06-16T11:17:15.839912,192.168.1.1,192.168.1.162,53,44092,TCP,54,A
2025-06-16T11:17:15.903636,192.168.1.1,192.168.1.162,53,44093,TCP,54,A
2025-06-16T11:17:15.964235,192.168.1.162,192.168.1.1,44092,53,TCP,54,A
2025-06-16T11:17:16.019665,192.168.1.162,192.168.1.1,44092,53,TCP,54,A
2025-06-16T11:17:16.075687,192.168.1.1,192.168.1.162,53,44092,TCP,54,R
2025-06-16T11:17:16.139571,192.168.1.1,192.168.1.162,53,44091,TCP,117,PA
2025-06-16T11:17:16.200887,192.168.1.162,192.168.1.1,44091,53,TCP,54,FA
2025-06-16T11:17:16.249030,192.168.1.1,192.168.1.162,53,44091,TCP,54,FA
2025-06-16T11:17:16.304163,192.168.1.162,192.168.1.1,44091,53,TCP,54,A
2025-06-16T11:17:16.366782,192.168.1.1,192.168.1.162,53,44093,TCP,146,PA
2025-06-16T11:17:16.429660,192.168.1.162,192.168.1.1,44093,53,TCP,54,FA
2025-06-16T11:17:16.487633,192.168.1.1,192.168.1.162,53,44093,TCP,54,FA
2025-06-16T11:17:16.550106,192.168.1.162,192.168.1.1,44093,53,TCP,54,A
2025-06-16T11:17:16.610824,192.168.1.162,192.168.1.1,44094,53,TCP,66,S
2025-06-16T11:17:16.665678,192.168.1.162,192.168.1.1,44095,53,TCP,66,S
2025-06-16T11:17:16.726362,192.168.1.162,192.168.1.1,44096,53,TCP,66,S
2025-06-16T11:17:16.778747,192.168.1.1,192.168.1.162,53,44094,TCP,66,SA
2025-06-16T11:17:16.837189,192.168.1.162,192.168.1.1,44094,53,TCP,54,A
2025-06-16T11:17:16.894454,192.168.1.162,192.168.1.1,44094,53,TCP,56,PA
2025-06-16T11:17:16.951659,192.168.1.162,192.168.1.1,44094,53,TCP,86,PA
2025-06-16T11:17:17.014502,192.168.1.1,192.168.1.162,53,44095,TCP,66,SA
2025-06-16T11:17:17.060946,192.168.1.162,192.168.1.1,44095,53,TCP,54,A
2025-06-16T11:17:17.116605,192.168.1.162,192.168.1.1,44095,53,TCP,56,PA
2025-06-16T11:17:17.179031,192.168.1.162,192.168.1.1,44095,53,TCP,86,PA
2025-06-16T11:17:17.238461,192.168.1.1,192.168.1.162,53,44096,TCP,66,SA
2025-06-16T11:17:17.289997,192.168.1.162,192.168.1.1,44096,53,TCP,54,A
2025-06-16T11:17:17.338859,192.168.1.162,192.168.1.1,44096,53,TCP,56,PA
2025-06-16T11:17:18.505988,192.168.1.162,192.168.1.1,44096,53,TCP,86,PA
2025-06-16T11:17:18.569553,192.168.1.1,192.168.1.162,53,44094,TCP,54,A
2025-06-16T11:17:18.622648,192.168.1.1,192.168.1.162,53,44095,TCP,54,A
